date,ABC,AC,DH,GJ,IB,JR,MC
2017-07-13,-5.73134035560963e-07,-0.000102102226973446,0.000357526608731276,-0.000114030162635795,2.56034879185697e-06,0.000592574415699719,-0.000326771450136612
2017-07-14,-0.000177436760846356,-0.000194998869427517,-0.00010817871110972,-0.000290383590970524,-1.75442680502909e-05,0.00023312712683499,0.000346807181430758
2017-07-15,0,0,0,0,0,0,0
2017-07-16,0,0,0,0,0,0,0
2017-07-17,0.000165592507389353,-0.000131161401876195,0.000210509959976877,0.000138314640418491,1.42011719415502e-05,0.000281183750408095,0.000432680020647948
2017-07-18,2.54766754933262e-05,-0.000254260106269738,0.000209004118391153,0.000114680084692411,0.000134440392562308,-0.000135821833570588,-0.000202278351936972
2017-07-19,-0.000106646651506256,-0.000227818747277375,-3.77979729682276e-06,0.000232463660794506,2.46377217466535e-05,-0.000623366172086287,9.50826075689499e-05
2017-07-20,-0.000540221054158217,0.000207961056234741,8.26118487946263e-05,0.000303086820634077,5.60325501813132e-06,-0.0005152256763651,0.000126058460866968
2017-07-21,0.000427527242653069,0.000134561030454219,0.000105706105434904,-5.26702629515882e-05,2.03470841324148e-05,-5.17341219823198e-05,0.000595461855878753
2017-07-22,0,0,0,0,0,0,0
2017-07-23,0,0,0,0,0,0,0
2017-07-24,-0.000297666192395443,-0.000244480988996165,-3.54269658207122e-05,0.0003677141064629,4.31157745190551e-05,-0.000135857900532084,0.000460064874454184
2017-07-25,-0.000529138322709013,-0.000319521763325533,-1.70736053466729e-05,-1.49871383403873e-05,-0.000189267115576553,5.69291261887453e-05,0.000322331356445219
2017-07-26,-9.79239723976159e-05,0.000245453862804996,-0.000126859095876052,-0.000662082993681905,8.84200948267686e-06,0.000160033341931566,-0.000468154668021175
2017-07-27,0.000578266497243528,0.000191900151076413,-0.00012507879476273,0.000693789874705584,8.53144840971438e-05,7.79858997273405e-06,-7.5290893488513e-05
2017-07-28,-0.000252900046781491,-1.38968654409836e-05,-0.000589865537856803,-0.00140456862509777,-0.000115393113025364,7.02220407964481e-05,0.000116131789600347
2017-07-29,0,0,0,0,0,0,0
2017-07-30,0,0,0,0,0,0,0
2017-07-31,0.000145934762976788,-0.00019772106256965,-0.000147852302311318,0.000448142010778145,-2.74833448093315e-05,-0.00024948521234294,0.000290804213805846
2017-08-01,0.000316257363991462,-8.67270044441727e-05,-0.000590951630356822,-0.000145619455429302,-1.06637991775556e-05,-0.000723613145902027,-6.73431604029219e-05
2017-08-02,-0.000718282390204469,-0.00023125306272553,-0.000184824704694172,-0.000129560221458222,6.22351118074727e-05,-2.18862679399416e-05,0.000369788859687532
2017-08-03,-0.000610138484896844,-0.000499381651388132,-0.00128393695003267,-0.000481922065860349,-5.46673323444612e-05,1.41504239656887e-05,0.000177965438506018
2017-08-04,-8.52658838239831e-05,-0.00016648391437424,-7.23374694459529e-05,-0.000410322788769321,-6.43925907808482e-05,0.000676837561194393,-9.91774350722907e-05
2017-08-05,0,0,0,0,0,0,0
2017-08-06,0,0,0,0,0,0,0
2017-08-07,-3.12768268587432e-05,-0.000376370791624981,-0.000256869602624179,-0.000444315333112034,2.33849001027808e-05,0.000324311858967047,0.000899904076886203
2017-08-08,4.18718062365114e-05,6.76107335275644e-05,4.88233784356897e-05,-0.000997673298332833,6.17156356537072e-05,0.00043522337310075,6.21275144443496e-05
